county,state,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,release_date
Marion,Iowa,33225,33270,33274,33014,33269,33109,33146,33091,33259,33253,20200301
Marshall,Iowa,40722,41013,41032,40995,40722,40352,40135,40078,39888,39369,20200301
Mills,Iowa,15076,15029,14873,14905,14760,14882,15053,15060,15068,15109,20200301
Mitchell,Iowa,10793,10709,10716,10669,10700,10676,10644,10563,10571,10586,20200301
Monona,Iowa,9248,9238,9091,9032,8899,8866,8786,8724,8659,8615,20200301
Monroe,Iowa,7997,8060,8073,7979,7958,7924,7836,7798,7768,7707,20200301
Montgomery,Iowa,10690,10632,10540,10404,10384,10149,10124,10112,9961,9917,20200301
Muscatine,Iowa,42803,42842,42916,43010,43028,43068,42968,42872,42874,42664,20200301
O'Brien,Iowa,14408,14218,14156,14045,14042,13926,13926,13774,13798,13753,20200301
Osceola,Iowa,6459,6316,6204,6236,6231,6160,6095,6021,6028,5958,20200301
Page,Iowa,15921,15898,15702,15516,15483,15462,15329,15213,15229,15107,20200301
Palo Alto,Iowa,9398,9354,9279,9164,9120,9140,9034,9052,8903,8886,20200301
Plymouth,Iowa,24975,24818,24830,24931,24911,24899,25180,25060,25024,25177,20200301
Pocahontas,Iowa,7289,7204,7143,7112,7097,6967,6854,6833,6714,6619,20200301
Polk,Iowa,432352,438737,444671,452657,460898,467304,474277,480487,485833,490161,20200301
Pottawattamie,Iowa,93363,93498,92916,92855,93258,93563,93518,93416,93264,93206,20200301
Poweshiek,Iowa,18925,18896,18728,18606,18608,18358,18279,18334,18467,18504,20200301
Ringgold,Iowa,5113,5049,5027,4971,4961,4977,4985,5024,4940,4894,20200301
Sac,Iowa,10354,10222,10161,10030,10048,9966,9816,9803,9705,9721,20200301
Scott,Iowa,165272,166629,168347,170201,171310,171903,172135,172448,172803,172943,20200301
Shelby,Iowa,12174,11992,12024,11899,11878,11789,11655,11574,11559,11454,20200301
Sioux,Iowa,33754,34016,34282,34503,34635,34754,34944,34781,34802,34855,20200301
Story,Iowa,89654,91136,92003,93877,95802,96636,96893,97278,96781,97117,20200301
Tama,Iowa,17719,17614,17501,17430,17309,17217,17192,17029,16869,16854,20200301
Taylor,Iowa,6322,6304,6260,6233,6175,6246,6213,6095,6160,6121,20200301
Union,Iowa,12513,12556,12586,12616,12627,12430,12360,12459,12298,12241,20200301
Van Buren,Iowa,7577,7513,7449,7434,7390,7296,7241,7155,7013,7044,20200301
Wapello,Iowa,35682,35486,35431,35507,35426,35456,35265,35022,34991,34969,20200301
Warren,Iowa,46340,46645,46895,47358,47827,48468,49356,50078,51014,51466,20200301
Washington,Iowa,21688,21822,21903,21944,22029,22145,22126,22204,22058,21965,20200301
Wayne,Iowa,6419,6337,6329,6385,6376,6359,6447,6492,6405,6441,20200301
Webster,Iowa,37879,37745,37323,37327,37069,37066,36781,36637,36339,35904,20200301
Winnebago,Iowa,10846,10696,10602,10430,10556,10603,10602,10573,10539,10354,20200301
Winneshiek,Iowa,21076,21051,21041,20840,20696,20745,20427,20129,20017,19991,20200301
Woodbury,Iowa,102388,102720,102321,102284,102292,102492,102686,102132,102515,103107,20200301
Worth,Iowa,7583,7561,7496,7489,7557,7503,7471,7455,7413,7381,20200301
Wright,Iowa,13185,13034,13020,12982,12906,12841,12839,12765,12690,12562,20200301
Allen,Kansas,13363,13350,13306,13069,12892,12683,12670,12555,12501,12369,20200301
Anderson,Kansas,8103,8060,7919,7854,7881,7816,7812,7833,7848,7858,20200301
Atchison,Kansas,16855,16753,16774,16688,16523,16418,16376,16298,16173,16073,20200301
Barber,Kansas,4852,4923,4867,4909,4881,4824,4673,4570,4465,4427,20200301
Barton,Kansas,27675,27697,27520,27443,27334,27159,26878,26394,26057,25779,20200301
Bourbon,Kansas,15135,14944,14878,14835,14797,14733,14624,14609,14542,14534,20200301
Brown,Kansas,9968,9972,9866,9912,9785,9708,9641,9609,9610,9564,20200301
Butler,Kansas,65901,65838,65669,65671,65861,66249,66652,66845,66833,66911,20200301
Chase,Kansas,2784,2769,2743,2690,2654,2656,2632,2651,2600,2648,20200301
Chautauqua,Kansas,3649,3610,3559,3529,3456,3387,3360,3315,3304,3250,20200301
Cherokee,Kansas,21526,21359,21192,20899,20768,20535,20256,20129,20035,19939,20200301
Cheyenne,Kansas,2714,2693,2667,2671,2686,2674,2667,2684,2645,2657,20200301
Clark,Kansas,2199,2120,2165,2178,2114,2081,2065,1995,1994,1994,20200301
Clay,Kansas,8548,8529,8504,8388,8301,8293,8105,8006,8003,8002,20200301
Cloud,Kansas,9519,9421,9417,9355,9331,9188,9070,8912,8734,8786,20200301
Coffey,Kansas,8585,8487,8467,8377,8394,8291,8339,8228,8232,8179,20200301
Comanche,Kansas,1886,1882,1914,1926,1950,1827,1838,1759,1736,1700,20200301
Cowley,Kansas,36312,36249,36267,36170,35896,35752,35650,35297,35149,34908,20200301
Crawford,Kansas,39172,39204,39324,39250,39269,39139,39046,38925,38911,38818,20200301
Decatur,Kansas,2957,2927,2884,2908,2897,2923,2828,2863,2860,2827,20200301
Dickinson,Kansas,19773,19685,19705,19433,19305,19206,18956,18829,18682,18466,20200301
Doniphan,Kansas,7960,7960,7890,7876,7840,7788,7718,7657,7658,7600,20200301
Douglas,Kansas,111198,112479,113313,114713,116445,118141,119662,120281,121109,122259,20200301
Edwards,Kansas,3054,3019,2965,2967,3025,2955,2899,2873,2820,2798,20200301
Elk,Kansas,2867,2786,2661,2633,2696,2574,2511,2514,2484,2530,20200301
Ellis,Kansas,28424,28765,29089,29030,28963,28999,28942,28735,28646,28553,20200301
Ellsworth,Kansas,6513,6461,6462,6365,6345,6302,6302,6284,6163,6102,20200301
Finney,Kansas,36952,37115,37110,37073,37119,37148,36885,36720,36528,36467,20200301
Ford,Kansas,34008,34372,34665,34879,34930,34629,34552,34218,33877,33619,20200301
Franklin,Kansas,25985,25856,25825,25734,25531,25469,25523,25631,25625,25544,20200301
Geary,Kansas,35243,35294,37903,36797,36446,36681,35223,33774,32777,31670,20200301
Gove,Kansas,2692,2726,2759,2794,2748,2698,2622,2622,2611,2636,20200301
Graham,Kansas,2602,2635,2581,2588,2557,2591,2562,2485,2475,2482,20200301
Grant,Kansas,7825,7896,7832,7846,7787,7724,7675,7490,7294,7150,20200301
Gray,Kansas,6026,6086,5963,5980,6062,6082,6031,6018,6076,5988,20200301
Greeley,Kansas,1259,1255,1268,1283,1302,1302,1277,1226,1229,1232,20200301
Greenwood,Kansas,6680,6611,6426,6358,6288,6233,6112,6067,6011,5982,20200301
Hamilton,Kansas,2707,2637,2651,2620,2659,2568,2634,2616,2600,2539,20200301
Harper,Kansas,6008,5937,5862,5842,5829,5781,5667,5580,5508,5436,20200301
Harvey,Kansas,34740,34691,34754,34715,34597,34802,34726,34373,34183,34429,20200301
Haskell,Kansas,4273,4235,4215,4126,4101,4089,4026,4019,3990,3968,20200301
Hodgeman,Kansas,1920,1957,1927,1924,1883,1869,1851,1863,1822,1794,20200301
Jackson,Kansas,13462,13427,13401,13310,13437,13285,13270,13332,13270,13171,20200301
Jefferson,Kansas,19121,18942,18861,18773,18805,18794,18824,18932,18856,19043,20200301
Jewell,Kansas,3063,3091,3054,3060,3043,2963,2880,2857,2845,2879,20200301
Johnson,Kansas,545655,552907,559428,566351,572940,579684,586015,591305,598127,602401,20200301
Kearny,Kansas,4002,3958,3971,3912,3938,3929,3890,3935,3941,3838,20200301
Kingman,Kansas,7857,7891,7825,7801,7683,7636,7417,7275,7220,7152,20200301
Kiowa,Kansas,2569,2558,2513,2534,2532,2570,2507,2486,2489,2475,20200301
Labette,Kansas,21537,21377,21163,20871,20773,20628,20313,20129,19906,19618,20200301
Lane,Kansas,1736,1743,1684,1698,1666,1630,1593,1548,1546,1535,20200301
Leavenworth,Kansas,76520,77075,77644,78082,78554,79119,80244,81109,81497,81758,20200301
Lincoln,Kansas,3244,3234,3181,3161,3184,3142,3077,3043,2998,2962,20200301
Linn,Kansas,9626,9612,9485,9543,9536,9580,9606,9697,9771,9703,20200301
Logan,Kansas,2774,2766,2794,2775,2768,2787,2818,2814,2812,2794,20200301
Lyon,Kansas,33648,33652,33550,33479,33143,33133,33369,33257,33300,33195,20200301
McPherson,Kansas,29128,29154,29221,29415,28896,28648,28429,28687,28528,28542,20200301
Marion,Kansas,12671,12545,12376,12205,12188,12053,12017,11945,11923,11884,20200301
Marshall,Kansas,10111,9983,10026,9973,9945,9845,9789,9687,9715,9707,20200301
Meade,Kansas,4596,4519,4378,4286,4357,4301,4236,4230,4098,4033,20200301
Miami,Kansas,32882,32737,32669,32834,32868,32758,32923,33429,33737,34237,20200301
Mitchell,Kansas,6336,6284,6301,6309,6248,6294,6207,6137,6110,5979,20200301
Montgomery,Kansas,35349,34779,34472,34444,34090,33436,32859,32390,32091,31829,20200301
Morris,Kansas,5918,5864,5849,5719,5664,5628,5558,5467,5557,5620,20200301
Morton,Kansas,3240,3176,3127,3116,3041,2953,2790,2747,2693,2587,20200301
Nemaha,Kansas,10159,10088,10067,10092,10087,10094,10089,10060,10125,10231,20200301
Neosho,Kansas,16475,16447,16420,16383,16325,16287,16127,16094,16025,16007,20200301
Ness,Kansas,3104,3118,3077,3087,3089,3020,2957,2856,2796,2750,20200301
Norton,Kansas,5664,5656,5586,5614,5534,5536,5491,5421,5419,5361,20200301
Osage,Kansas,16274,16341,16176,16080,15970,15865,15811,15842,15938,15949,20200301
Osborne,Kansas,3850,3833,3809,3800,3752,3641,3588,3539,3459,3421,20200301
Ottawa,Kansas,6096,6064,6029,6044,6030,5934,5905,5817,5752,5704,20200301
Pawnee,Kansas,6980,6978,6863,6863,6822,6769,6719,6665,6573,6414,20200301
Phillips,Kansas,5632,5541,5521,5560,5494,5420,5402,5370,5276,5234,20200301
Pottawatomie,Kansas,21727,22028,22331,22574,22740,23123,23605,23916,24209,24383,20200301
Pratt,Kansas,9641,9644,9758,9778,9768,9697,9557,9500,9340,9164,20200301
Rawlins,Kansas,2496,2508,2509,2563,2543,2506,2500,2473,2502,2530,20200301
Reno,Kansas,64552,64429,64205,64079,63701,63596,63184,62714,62331,61998,20200301
Republic,Kansas,4938,4892,4826,4767,4741,4688,4659,4654,4652,4636,20200301
Rice,Kansas,10115,10097,9990,9978,9971,9925,9782,9563,9483,9537,20200301
Riley,Kansas,71551,73424,77497,76923,76479,77185,75172,73977,74712,74232,20200301
Rooks,Kansas,5195,5200,5221,5195,5204,5179,5118,5055,4995,4920,20200301
Rush,Kansas,3314,3211,3208,3176,3161,3098,3054,3048,3056,3036,20200301
Russell,Kansas,7001,6987,6990,6977,7007,7044,7007,6930,6902,6856,20200301
Saline,Kansas,55780,55778,55829,55750,55511,55429,54955,54508,54387,54224,20200301
Scott,Kansas,4959,4889,4853,4906,4966,4948,4979,4928,4909,4823,20200301
Sedgwick,Kansas,499128,501011,504101,506442,508968,511083,513092,513176,513484,516042,20200301
Seward,Kansas,22970,23128,23353,23311,23303,23273,22897,22245,21902,21428,20200301
Shawnee,Kansas,178360,178948,178975,178650,178567,178689,178350,178056,177290,176875,20200301
Sheridan,Kansas,2530,2502,2491,2500,2502,2475,2485,2526,2522,2521,20200301
Sherman,Kansas,6018,6053,6120,6090,6067,5964,5955,5936,5917,5917,20200301
Smith,Kansas,3860,3791,3753,3699,3729,3689,3656,3615,3590,3583,20200301
Stafford,Kansas,4429,4380,4350,4339,4281,4215,4186,4186,4162,4156,20200301
Stanton,Kansas,2246,2213,2155,2178,2141,2070,2105,2055,2025,2006,20200301
Stevens,Kansas,5752,5631,5738,5808,5840,5789,5653,5551,5536,5485,20200301
Sumner,Kansas,24118,23787,23635,23537,23384,23417,23183,23117,23019,22836,20200301
Thomas,Kansas,7930,7941,7933,7933,7836,7895,7847,7821,7710,7777,20200301
Trego,Kansas,3006,2954,2941,2945,2895,2907,2852,2843,2797,2803,20200301
Wabaunsee,Kansas,7049,7038,6994,7025,6938,6887,6884,6832,6912,6931,20200301
Wallace,Kansas,1480,1526,1523,1560,1501,1505,1502,1515,1489,1518,20200301
Washington,Kansas,5785,5820,5727,5626,5610,5568,5564,5479,5450,5406,20200301
Wichita,Kansas,2239,2259,2228,2192,2188,2167,2131,2121,2112,2119,20200301
Wilson,Kansas,9389,9238,9120,9091,8970,8845,8698,8707,8666,8525,20200301
Woodson,Kansas,3308,3322,3275,3215,3187,3144,3189,3130,3184,3138,20200301
Wyandotte,Kansas,157633,158011,159379,160933,162246,163682,164785,165087,165321,165429,20200301
Adair,Kentucky,18757,18987,18934,19124,19262,19162,19259,19287,19199,19202,20200301
Allen,Kentucky,20037,20176,20232,20316,20493,20660,20721,20903,21122,21315,20200301
Anderson,Kentucky,21470,21564,21694,21747,21868,21920,22191,22545,22641,22747,20200301
Ballard,Kentucky,8260,8269,8285,8252,8188,8216,8046,8018,7992,7888,20200301
Barren,Kentucky,42116,42321,42607,42937,43034,43546,43763,43746,44115,44249,20200301
Bath,Kentucky,11618,11715,11780,11975,12130,12203,12246,12381,12444,12500,20200301
Bell,Kentucky,28709,28658,28284,28031,27826,27370,27204,26863,26487,26032,20200301
Boone,Kentucky,119373,121710,123412,125022,126677,128161,129503,130952,131901,133581,20200301
Bourbon,Kentucky,19965,20051,20050,20026,20055,20166,20130,20092,20116,19788,20200301
Boyd,Kentucky,49602,49407,49224,48880,48798,48471,48121,47808,47292,46718,20200301
Boyle,Kentucky,28674,28800,29020,29632,29810,29782,29965,29972,30082,30060,20200301
Bracken,Kentucky,8513,8510,8462,8423,8359,8290,8368,8285,8278,8303,20200301
Breathitt,Kentucky,13857,13789,13612,13527,13366,13363,13177,12929,12787,12630,20200301
Breckinridge,Kentucky,20043,20272,20074,20042,19883,19979,19982,20131,20309,20477,20200301
Bullitt,Kentucky,74500,75195,75902,76878,78023,78677,79222,80269,81009,81676,20200301
Butler,Kentucky,12735,12718,12738,12704,12736,12734,12686,12778,12743,12879,20200301
Caldwell,Kentucky,13010,13027,12992,12887,12848,12748,12634,12666,12716,12747,20200301
Calloway,Kentucky,37348,37667,38046,38425,38452,38656,38733,38832,38964,39001,20200301
Campbell,Kentucky,90623,91241,91246,91423,91971,92124,92257,92878,93464,93584,20200301
Carlisle,Kentucky,5083,5034,5027,4959,4961,4852,4783,4788,4739,4760,20200301
Carroll,Kentucky,10806,10994,10874,10838,10738,10682,10614,10714,10712,10631,20200301
Carter,Kentucky,27746,27627,27637,27600,27517,27439,27304,27214,27040,26797,20200301
Casey,Kentucky,15984,15911,16024,16011,15782,15749,15775,15818,15926,16159,20200301
Christian,Kentucky,74130,73464,74892,73612,73282,73075,71796,71024,70712,70461,20200301
Clark,Kentucky,35603,35434,35685,35550,35622,35660,35851,35899,36180,36263,20200301
Clay,Kentucky,21660,21591,21518,21186,21081,20974,20626,20251,20088,19901,20200301
Clinton,Kentucky,10244,10158,10270,10175,10203,10183,10200,10212,10152,10218,20200301
Crittenden,Kentucky,9297,9249,9220,9178,9175,9168,9131,8999,8896,8806,20200301
Cumberland,Kentucky,6864,6870,6855,6790,6722,6737,6731,6710,6693,6614,20200301
Daviess,Kentucky,96704,97159,97840,98294,98441,99485,100032,100461,100883,101511,20200301
Edmonson,Kentucky,12228,12229,12091,12058,12007,11991,12076,12226,12249,12150,20200301
Elliott,Kentucky,7843,7782,7633,7551,7532,7548,7491,7493,7499,7517,20200301
Estill,Kentucky,14713,14654,14503,14482,14441,14373,14315,14178,14150,14106,20200301
Fayette,Kentucky,296848,301696,305947,309865,311784,315819,319644,321964,322426,323152,20200301
Fleming,Kentucky,14400,14483,14525,14536,14476,14578,14481,14439,14485,14581,20200301
Floyd,Kentucky,39930,39752,39126,38474,37998,37531,36968,36296,35896,35589,20200301
Franklin,Kentucky,49253,49313,49453,49478,49725,50070,50292,50492,50801,50991,20200301
Fulton,Kentucky,6807,6747,6564,6389,6266,6266,6185,6163,6066,5969,20200301
Gallatin,Kentucky,8612,8619,8552,8578,8636,8613,8719,8720,8766,8869,20200301
Garrard,Kentucky,16941,16868,17006,16992,16972,17207,17382,17449,17519,17666,20200301
Grant,Kentucky,24677,24765,24521,24565,24829,24736,24910,24973,25065,25069,20200301
Graves,Kentucky,37262,37613,37566,37406,37583,37248,37217,37190,37319,37266,20200301
Grayson,Kentucky,25786,25752,25792,25948,26066,26138,26093,26286,26293,26427,20200301
Green,Kentucky,11230,11191,11277,11154,11017,10951,10969,11036,10998,10941,20200301
Greenup,Kentucky,36885,36841,36686,36483,36303,36006,35824,35514,35332,35098,20200301
Hancock,Kentucky,8551,8588,8642,8626,8681,8641,8723,8778,8738,8722,20200301
Hardin,Kentucky,106950,107497,108198,108969,108483,106272,106964,108161,110279,110958,20200301
Harlan,Kentucky,29222,29129,28681,28489,28014,27506,26996,26676,26309,26010,20200301
Harrison,Kentucky,18810,18689,18622,18571,18636,18641,18569,18735,18780,18886,20200301
Hart,Kentucky,18188,18289,18401,18464,18512,18421,18541,18745,18902,19035,20200301
Henderson,Kentucky,46260,46334,46419,46338,46366,46344,46212,45867,45512,45210,20200301
Henry,Kentucky,15376,15375,15336,15432,15547,15563,15834,15972,16061,16126,20200301
Hickman,Kentucky,4860,4783,4737,4708,4679,4612,4607,4518,4431,4380,20200301
Hopkins,Kentucky,46841,46844,46607,46424,46155,46055,45598,45293,45024,44686,20200301
Jackson,Kentucky,13480,13384,13307,13391,13307,13325,13364,13422,13403,13329,20200301
Jefferson,Kentucky,742054,746361,751629,759183,761725,764946,767464,769828,768101,766757,20200301
Jessamine,Kentucky,48682,48892,49467,50120,50871,51809,52219,53259,53757,54115,20200301
Johnson,Kentucky,23385,23417,23403,23458,23252,23128,22858,22606,22391,22188,20200301
Kenton,Kentucky,159961,160526,161704,163131,163623,164478,164962,165608,166292,166998,20200301
Knott,Kentucky,16355,16312,16127,16092,15944,15680,15492,15244,15076,14806,20200301
Knox,Kentucky,31851,31878,31494,31638,31540,31465,31471,31444,31300,31145,20200301
Larue,Kentucky,14169,14179,14048,14019,14106,14110,14018,14196,14299,14398,20200301
Laurel,Kentucky,58998,59359,59534,59701,59897,59919,60078,60317,60660,60813,20200301
Lawrence,Kentucky,15866,15941,15891,15901,15878,15861,15839,15756,15583,15317,20200301
Lee,Kentucky,7717,7707,7581,6876,6796,6746,6604,6602,7052,7403,20200301
Leslie,Kentucky,11278,11237,11140,10985,10830,10644,10431,10310,10151,9877,20200301
Letcher,Kentucky,24534,24376,24011,23540,23357,23049,22759,22303,21813,21553,20200301
Lewis,Kentucky,13837,13837,13839,13751,13830,13663,13516,13363,13268,13275,20200301
Lincoln,Kentucky,24724,24721,24404,24438,24429,24342,24382,24495,24612,24549,20200301
Livingston,Kentucky,9520,9502,9435,9332,9329,9289,9198,9249,9244,9194,20200301
Logan,Kentucky,26851,26847,26722,26976,26812,26746,26678,27003,26983,27102,20200301
Lyon,Kentucky,8329,8435,8446,8452,8411,8474,8238,8261,8171,8210,20200301
McCracken,Kentucky,65515,65794,65584,65337,65318,64948,65304,65364,65307,65418,20200301
McCreary,Kentucky,18328,18283,18051,17925,17922,17883,17548,17372,17290,17231,20200301
McLean,Kentucky,9515,9508,9490,9453,9407,9395,9337,9216,9258,9207,20200301
Madison,Kentucky,83468,84775,85394,85934,87080,88212,89532,91170,92107,92987,20200301
Magoffin,Kentucky,13306,13220,13061,12941,12980,12784,12668,12519,12323,12161,20200301
Marion,Kentucky,19840,20001,19918,19928,19079,19212,19135,19276,19326,19273,20200301
Marshall,Kentucky,31451,31261,31261,31215,30993,31059,31280,31318,31202,31100,20200301
Martin,Kentucky,12895,12829,12725,12651,12494,12285,11945,11492,11325,11195,20200301
Mason,Kentucky,17505,17546,17460,17323,17133,17050,17167,17192,17080,17070,20200301
Meade,Kentucky,28714,29643,29255,29240,29086,27725,27959,28033,28623,28572,20200301
Menifee,Kentucky,6371,6419,6338,6341,6304,6373,6449,6465,6437,6489,20200301
Mercer,Kentucky,21308,21275,21323,21291,21360,21377,21405,21542,21702,21933,20200301
Metcalfe,Kentucky,10147,10070,9983,9960,9997,9925,10020,10093,10070,10071,20200301
Monroe,Kentucky,10970,10918,10848,10715,10674,10618,10539,10597,10732,10650,20200301
Montgomery,Kentucky,26549,26751,26860,27229,27365,27576,27666,27913,28109,28157,20200301
